ID_FIRM,P1110_B,P1110_E,P1120_B,P1120_E,P1130_B,P1130_E,P1140_B,P1140_E,P1150_B,P1150_E,P1160_B,P1160_E,P1170_B,P1170_E,P1180_B,P1180_E,P1190_B,P1190_E,P1100_B,P1100_E,P1210_B,P1210_E,P1220_B,P1220_E,P1230_B,P1230_E,P1240_B,P1240_E,P1250_B,P1250_E,P1260_B,P1260_E,P1200_B,P1200_E,P1600_B,P1600_E,P1310_B,P1310_E,P1320_B,P1320_E,P1340_B,P1340_E,P1350_B,P1350_E,P1360_B,P1360_E,P1370_B,P1370_E,P1300_B,P1300_E,P1410_B,P1410_E,P1420_B,P1420_E,P1430_B,P1430_E,P1450_B,P1450_E,P1400_B,P1400_E,P1510_B,P1510_E,P1520_B,P1520_E,P1530_B,P1530_E,P1540_B,P1540_E,P1550_B,P1550_E,P1500_B,P1500_E,P1700_B,P1700_E,P2110_B,P2110_E,P2120_B,P2120_E,P2100_B,P2100_E,P2210_B,P2210_E,P2220_B,P2220_E,P2200_B,P2200_E,P2310_B,P2310_E,P2320_B,P2320_E,P2330_B,P2330_E,P2340_B,P2340_E,P2350_B,P2350_E,P2300_B,P2300_E,P2410_B,P2410_E,P2421_B,P2421_E,P2430_B,P2430_E,P2450_B,P2450_E,P2460_B,P2460_E,P2400_B,P2400_E,BANKR
703150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,45241,0,51,0,46294,0,46294,0,51,0,0,0,0,0,0,0,0,0,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,46699,0,0,0,0,0,0,0,46699,0,46755,0,40390,0,38490,0,1900,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,1,0,1899,0,1,0,0,0,0,0,0,0,0,0,1898,0
703151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,102,0,102,0,102,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703152,0,0,0,0,0,0,0,0,0,2691,0,0,0,0,0,0,0,0,0,2691,0,0,0,0,0,1882,0,0,0,54,0,0,0,1936,0,4627,0,10,0,0,0,0,0,0,0,0,0,-4003,0,-3993,0,0,0,0,0,0,0,0,0,0,0,8746,0,129,0,0,0,0,0,0,0,8875,0,4882,0,587,0,0,0,587,0,4493,0,0,0,-3906,0,0,0,0,0,0,0,0,0,30,0,-3936,0,0,0,0,0,0,0,0,0,0,0,-3936,0
703153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7342,0,0,0,15950,0,0,0,44,0,163,0,23499,0,23499,0,99,0,0,0,0,0,0,0,0,0,213,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,23318,0,0,0,0,0,0,0,23318,0,23630,0,39281,0,37937,0,1344,0,637,0,0,0,707,0,0,0,0,0,0,0,0,0,119,0,588,0,53,0,0,0,0,0,0,0,0,0,535,0
703154,0,0,0,0,0,0,0,0,0,1186,0,0,0,0,0,0,0,0,0,1186,0,0,0,0,0,204,0,0,0,27,0,0,0,231,0,1417,0,10,0,0,0,0,0,0,0,0,0,867,0,877,0,0,0,0,0,0,0,0,0,0,0,352,0,182,0,0,0,0,0,0,0,534,0,1411,0,378,0,172,0,206,0,96,0,0,0,110,0,0,0,0,0,0,0,0,0,13,0,97,0,16,0,0,0,0,0,0,0,0,0,81,0
703155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,0,0,1,0,0,0,7,0,12,0,10,0,0,0,0,0,0,0,0,0,-5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,-4,0,0,0,0,0,0,0,0,0,0,0,-4,0
703156,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,61,0,0,0,10,0,12,0,0,0,506,0,0,0,528,0,589,0,99,0,0,0,0,0,0,0,0,0,-111,0,-12,0,606,0,0,0,0,0,0,0,606,0,0,0,3,0,0,0,0,0,0,0,3,0,597,0,2626,0,2635,0,-9,0,40,0,166,0,-215,0,0,0,0,0,0,0,0,0,6,0,-221,0,7,0,0,0,0,0,0,0,0,0,-228,0
703157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,26,0,0,0,410,0,410,0,503,0,0,0,0,0,0,0,0,0,-85,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,5,0,-5,0,0,0,0,0,0,0,0,0,77,0,-82,0,0,0,0,0,0,0,0,0,0,0,-82,0
703158,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,127,0,399,0,23,0,703,0,0,0,198,0,332,0,1655,0,1782,0,10,0,0,0,0,0,0,0,0,0,21,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,1785,0,1816,0,11486,0,11656,0,-170,0,0,0,109,0,-279,0,0,0,0,0,0,0,1275,0,1397,0,-401,0,0,0,0,0,0,0,0,0,0,0,-401,0
703159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,458,0,0,0,207,0,0,0,1193,0,1193,0,10,0,0,0,0,0,0,0,0,0,176,0,186,0,897,0,0,0,0,0,0,0,897,0,0,0,136,0,0,0,0,0,0,0,136,0,1219,0,2288,0,1727,0,561,0,349,0,0,0,212,0,0,0,0,0,0,0,0,0,26,0,186,0,50,0,0,0,0,0,0,0,0,0,136,0
703160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,30,0,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,92,0,0,0,92,0,86,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,6,0,-1,0
703161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,71,0,0,0,2,0,0,0,385,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,176,0,176,0,3679,0,3424,0,255,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,20,0,235,0,49,0,0,0,0,0,0,0,0,0,186,0
703162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,817,0,0,0,19,0,0,0,943,0,943,0,10,0,0,0,0,0,0,0,0,0,81,0,91,0,205,0,0,0,0,0,0,0,205,0,0,0,635,0,0,0,0,0,0,0,635,0,931,0,458,0,188,0,270,0,0,0,136,0,134,0,0,0,0,0,0,0,0,0,21,0,113,0,21,0,0,0,0,0,0,0,0,0,92,0
703163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,501,0,0,0,1,0,0,0,846,0,846,0,10,0,0,0,0,0,0,0,0,0,266,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,551,0,827,0,4581,0,2991,0,1590,0,1107,0,0,0,483,0,0,0,0,0,0,0,0,0,63,0,420,0,0,0,0,0,0,0,0,0,0,0,420,0
703164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,60,0,5523,0,0,0,87,0,0,0,6245,0,6245,0,10,0,0,0,0,0,0,0,0,0,159,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,6247,0,0,0,0,0,0,0,6247,0,6416,0,10561,0,8093,0,2468,0,0,0,2071,0,397,0,0,0,0,0,0,0,0,0,63,0,334,0,0,0,0,0,0,0,0,0,0,0,334,0
703165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,422,0,0,0,8,0,6,0,601,0,601,0,10,0,0,0,0,0,0,0,0,0,27,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,557,0,594,0,761,0,714,0,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,22,0,25,0,7,0,0,0,0,0,0,0,0,0,18,0
703166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,153,0,166,0,166,0,99,0,0,0,0,0,0,0,0,0,50,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,163,0,77319,0,67583,0,9736,0,8395,0,0,0,1341,0,0,0,0,0,0,0,0,0,1,0,1340,0,13,0,0,0,0,0,0,0,0,0,1327,0
703167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,30,0,30,0,10,0,0,0,0,0,0,0,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,31,0,272,0,0,0,272,0,0,0,245,0,27,0,0,0,0,0,0,0,0,0,7,0,20,0,3,0,0,0,0,0,0,0,0,0,17,0
703168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,85,0,0,0,101,0,101,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,93,0,103,0,496,0,493,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,26,0,-14,0,0,0,0,0,0,0,0,0,0,0,-14,0
703170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2696,0,0,0,835,0,15,0,3546,0,3546,0,10,0,0,0,0,0,0,0,0,0,2813,0,2823,0,0,0,0,0,0,0,0,0,0,0,9,0,735,0,0,0,0,0,0,0,744,0,3567,0,14767,0,11068,0,3699,0,265,0,0,0,3434,0,0,0,0,0,0,0,11,0,53,0,3392,0,696,0,0,0,0,0,0,0,0,0,2696,0
703172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,94,0,94,0,10,0,0,0,0,0,0,0,0,0,53,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,92,0,673,0,539,0,134,0,0,0,56,0,78,0,0,0,0,0,0,0,0,0,10,0,68,0,13,0,0,0,0,0,0,0,0,0,55,0
703173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,152,0,0,0,17,0,0,0,336,0,336,0,10,0,0,0,0,0,0,0,0,0,70,0,80,0,0,0,8,0,0,0,0,0,8,0,71,0,170,0,0,0,0,0,0,0,241,0,329,0,1073,0,904,0,169,0,76,0,0,0,93,0,0,0,0,0,0,0,0,0,4,0,89,0,17,0,0,0,0,0,0,0,0,0,72,0
703174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,79,0,0,0,0,0,0,0,189,0,189,0,122,0,0,0,0,0,0,0,0,0,14,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,54,0,190,0,7542,0,6094,0,1448,0,1642,0,0,0,-194,0,0,0,0,0,0,0,0,0,0,0,-194,0,3,0,0,0,0,0,0,0,0,0,-197,0
703175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,13,0,13,0,10,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,13,0,47,0,42,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0
703176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,9702,0,0,0,3105,0,0,0,13159,0,13159,0,20,0,0,0,0,0,0,0,0,0,34,0,54,0,0,0,0,0,0,0,0,0,0,0,5,0,13618,0,0,0,0,0,0,0,13623,0,13677,0,21608,0,6099,0,15509,0,0,0,15582,0,-73,0,0,0,0,0,0,0,0,0,22,0,-95,0,8,0,0,0,0,0,0,0,0,0,-103,0
703177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,5,0,3977,0,0,0,285,0,0,0,4317,0,4317,0,10,0,0,0,0,0,0,0,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3684,0,0,0,0,0,0,0,3684,0,3708,0,4213,0,3900,0,313,0,0,0,247,0,66,0,0,0,0,0,0,0,0,0,4,0,62,0,3,0,0,0,0,0,0,0,0,0,59,0
703178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,90,0,3665,0,0,0,0,0,0,0,4001,0,4001,0,10,0,0,0,0,0,0,0,0,0,103,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,3930,0,0,0,0,0,0,0,3930,0,4043,0,19879,0,20030,0,-151,0,0,0,209,0,-360,0,0,0,0,0,0,0,0,0,34,0,-394,0,27,0,0,0,0,0,0,0,0,0,-421,0
703179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,27,0,27,0,10,0,0,0,0,0,0,0,0,0,16,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,191,0,81,0,110,0,0,0,91,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,0,0,0,0,0,0,0,0,15,0
