ID_FIRM,P1110_B,P1110_E,P1120_B,P1120_E,P1130_B,P1130_E,P1140_B,P1140_E,P1150_B,P1150_E,P1160_B,P1160_E,P1170_B,P1170_E,P1180_B,P1180_E,P1190_B,P1190_E,P1100_B,P1100_E,P1210_B,P1210_E,P1220_B,P1220_E,P1230_B,P1230_E,P1240_B,P1240_E,P1250_B,P1250_E,P1260_B,P1260_E,P1200_B,P1200_E,P1600_B,P1600_E,P1310_B,P1310_E,P1320_B,P1320_E,P1340_B,P1340_E,P1350_B,P1350_E,P1360_B,P1360_E,P1370_B,P1370_E,P1300_B,P1300_E,P1410_B,P1410_E,P1420_B,P1420_E,P1430_B,P1430_E,P1450_B,P1450_E,P1400_B,P1400_E,P1510_B,P1510_E,P1520_B,P1520_E,P1530_B,P1530_E,P1540_B,P1540_E,P1550_B,P1550_E,P1500_B,P1500_E,P1700_B,P1700_E,P2110_B,P2110_E,P2120_B,P2120_E,P2100_B,P2100_E,P2210_B,P2210_E,P2220_B,P2220_E,P2200_B,P2200_E,P2310_B,P2310_E,P2320_B,P2320_E,P2330_B,P2330_E,P2340_B,P2340_E,P2350_B,P2350_E,P2300_B,P2300_E,P2410_B,P2410_E,P2421_B,P2421_E,P2430_B,P2430_E,P2450_B,P2450_E,P2460_B,P2460_E,P2400_B,P2400_E,BANKR
687511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,19,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,13,0,13,0,10,0,0,0,0,0,0,0,0,0,-4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,12,0,85,0,1,0,84,0,0,0,74,0,10,0,0,0,0,0,0,0,0,0,11,0,-1,0,0,0,0,0,0,0,0,0,3,0,-4,0
687513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,205,0,0,0,39,0,0,0,246,0,246,0,0,0,0,0,0,0,0,0,0,0,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,172,0,240,0,332,0,6,0,326,0,0,0,5,0,321,0,0,0,0,0,0,0,31,0,21,0,331,0,62,0,0,0,0,0,0,0,6,0,263,0
687514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,64,0,2273,0,0,0,54,0,0,0,4351,0,4351,0,10,0,0,0,0,0,0,0,0,0,73,0,83,0,0,0,0,0,0,0,0,0,0,0,1954,0,2353,0,0,0,0,0,0,0,4307,0,4390,0,6741,0,6340,0,401,0,0,0,260,0,141,0,0,0,0,0,0,0,0,0,33,0,108,0,18,0,0,0,0,0,0,0,0,0,90,0
687515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687516,0,32,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,34664,0,0,0,13,0,0,0,34677,0,34834,0,31,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,34615,0,0,0,0,0,0,0,34615,0,34646,0,37429,0,36813,0,616,0,25,0,92,0,499,0,0,0,0,0,0,0,0,0,17,0,482,0,0,0,0,0,0,0,0,0,0,0,482,0
687517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,75,0,0,0,0,0,0,0,191,0,191,0,31,0,0,0,0,0,0,0,0,0,110,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,53,0,194,0,195094,0,199900,0,-4806,0,0,0,0,0,-4806,0,0,0,0,0,0,0,0,0,0,0,-4806,0,26,0,0,0,0,0,0,0,0,0,-4832,0
687518,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,125,0,30,0,0,0,35619,0,0,0,8269,0,0,0,43918,0,44043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6032,0,35308,0,0,0,0,0,0,0,41340,0,41340,0,135057,0,127511,0,7546,0,0,0,0,0,7546,0,0,0,0,0,0,0,72127,0,78369,0,1304,0,550,0,0,0,0,0,0,0,0,0,754,0
687519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,32233,0,0,0,1736,0,0,0,34063,0,34063,0,10,0,0,0,0,0,0,0,0,0,422,0,432,0,74,0,0,0,0,0,0,0,74,0,0,0,33895,0,0,0,0,0,0,0,33895,0,34401,0,71924,0,59617,0,12307,0,9229,0,777,0,2301,0,0,0,0,0,0,0,0,0,1009,0,1292,0,100,0,0,0,0,0,0,0,0,0,1192,0
687521,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687522,0,0,0,0,0,0,0,0,0,1171,0,0,0,535402,0,0,0,0,0,536573,0,63775,0,9,0,84771,0,79085,0,10496,0,0,0,238136,0,774709,0,101,0,0,0,0,0,0,0,0,0,391216,0,391317,0,251030,0,0,0,0,0,0,0,251030,0,119602,0,4441,0,0,0,0,0,0,0,124043,0,766390,0,69499,0,53473,0,16026,0,0,0,17106,0,-1080,0,906482,0,3849,0,39551,0,11310,0,529130,0,351880,0,0,0,0,0,0,0,0,0,5,0,351875,0
687523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,14,0,10,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,218,0,212,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0
687524,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,140,0,0,0,203,0,452,0,7,0,43,0,0,0,6,0,0,0,508,0,711,0,256,0,0,0,0,0,0,0,0,0,-543,0,-287,0,0,0,0,0,0,0,0,0,0,0,965,0,66,0,0,0,0,0,0,0,1031,0,744,0,0,0,0,0,0,0,0,0,671,0,-671,0,0,0,0,0,29,0,0,0,11,0,-711,0,0,0,0,0,0,0,140,0,0,0,-571,0
687525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,206,0,0,0,318,0,318,0,10,0,0,0,0,0,0,0,0,0,-34,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,345,0,321,0,1773,0,1777,0,-4,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,50,0,-54,0
687526,0,378,0,0,0,0,0,0,0,3120,0,0,0,0,0,17126,0,863,0,21487,0,31,0,2345,0,89406,0,4613,0,2329,0,87,0,98811,0,120298,0,10,0,0,0,0,0,61635,0,0,0,-65250,0,-3605,0,116288,0,285,0,0,0,0,0,116573,0,1290,0,8619,0,0,0,1593,0,392,0,11894,0,124862,0,101478,0,145732,0,-44254,0,0,0,35835,0,-80089,0,0,0,185,0,4454,0,394,0,609,0,-84573,0,0,0,-30,0,293,0,16614,0,0,0,-68252,0
687527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,639,0,0,0,58,0,0,0,1196,0,1196,0,49,0,0,0,0,0,0,0,0,0,189,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,0,0,0,0,0,956,0,1194,0,47867,0,0,0,47867,0,47312,0,0,0,555,0,0,0,0,0,0,0,0,0,44,0,511,0,47,0,0,0,0,0,0,0,0,0,464,0
687528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,1334,0,0,0,0,0,0,0,2625,0,2625,0,10,0,0,0,0,0,0,0,0,0,-2500,0,-2490,0,0,0,0,0,0,0,0,0,0,0,2609,0,2441,0,0,0,0,0,0,0,5050,0,2560,0,1811,0,1717,0,94,0,2595,0,0,0,-2501,0,0,0,0,0,0,0,0,0,0,0,-2501,0,0,0,0,0,0,0,0,0,0,0,-2501,0
687529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13241,0,0,0,723,0,0,0,13964,0,13964,0,10,0,0,0,0,0,0,0,0,0,5551,0,5561,0,0,0,0,0,0,0,0,0,0,0,6444,0,0,0,0,0,0,0,2057,0,8501,0,14062,0,30450,0,22765,0,7685,0,0,0,0,0,7685,0,0,0,0,0,0,0,0,0,0,0,7685,0,1813,0,0,0,0,0,0,0,0,0,5872,0
687530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,825,0,0,0,1167,0,1167,0,10,0,0,0,0,0,0,0,0,0,350,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,814,0,1174,0,0,0,0,0,0,0,0,0,64,0,-64,0,0,0,0,0,0,0,441,0,14,0,363,0,0,0,0,0,0,0,0,0,0,0,363,0
687533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2746,0,0,0,766,0,0,0,3512,0,3512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2717,0,0,0,0,0,0,0,2717,0,2717,0,10760,0,10042,0,718,0,0,0,0,0,718,0,0,0,0,0,0,0,0,0,36,0,682,0,154,0,0,0,0,0,0,0,0,0,528,0
687535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483,0,22926,0,19291,0,0,0,45700,0,45700,0,0,0,0,0,0,0,0,0,0,0,-146,0,-146,0,33427,0,0,0,0,0,0,0,33427,0,0,0,10672,0,0,0,0,0,0,0,10672,0,43953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,15550,0,0,0,279,0,0,0,16550,0,16550,0,10,0,0,0,0,0,0,0,0,0,183,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,15924,0,0,0,0,0,0,0,15924,0,16117,0,12806,0,0,0,12806,0,0,0,11490,0,1316,0,0,0,0,0,0,0,1,0,698,0,619,0,46,0,0,0,0,0,0,0,0,0,573,0
687537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,34,0,7,0,0,0,49,0,49,0,49,0,0,0,0,0,0,0,0,0,-127,0,-78,0,0,0,0,0,0,0,0,0,0,0,115,0,15,0,0,0,0,0,0,0,130,0,52,0,140,0,63,0,77,0,190,0,1,0,-114,0,0,0,0,0,0,0,0,0,16,0,-130,0,0,0,0,0,0,0,0,0,1,0,-131,0
687538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,0,5451,0,1435,0,0,0,0,0,8200,0,8200,0,10,0,0,0,0,0,0,0,0,0,92,0,102,0,0,0,0,0,0,0,0,0,0,0,230,0,8030,0,0,0,0,0,0,0,8260,0,8362,0,41482,0,41476,0,6,0,0,0,0,0,6,0,0,0,18,0,4,0,0,0,223,0,-203,0,23,0,0,0,0,0,0,0,0,0,-226,0
687539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,344,0,17,0,33,0,44,0,0,0,212,0,0,0,306,0,650,0,30,0,0,0,0,0,2022,0,0,0,-1392,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,680,0,0,0,0,0,0,0,0,0,1716,0,-1716,0,0,0,0,0,0,0,23,0,20,0,-1713,0,0,0,0,0,0,0,350,0,0,0,-1363,0
687540,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,194,0,75825,0,1535,0,48516,0,0,0,351,0,0,0,126227,0,126421,0,15,0,0,0,0,0,0,0,0,0,4456,0,4471,0,0,0,0,0,0,0,0,0,0,0,0,0,119849,0,0,0,0,0,0,0,119849,0,124320,0,25001,0,14996,0,10005,0,4003,0,20,0,5982,0,0,0,0,0,0,0,178,0,838,0,5322,0,1244,0,0,0,0,0,0,0,0,0,4078,0
687541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,46,0,57,0,57,0,10,0,0,0,0,0,0,0,0,0,46,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,57,0,1376,0,1324,0,52,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,10,0,42,0,12,0,0,0,0,0,0,0,0,0,30,0
687542,0,0,0,0,0,0,0,0,0,3835,0,0,0,0,0,558,0,0,0,4393,0,0,0,703,0,1816,0,0,0,274,0,0,0,2793,0,7186,0,10,0,0,0,0,0,0,0,0,0,-2484,0,-2474,0,9426,0,0,0,0,0,0,0,9426,0,0,0,35,0,0,0,0,0,0,0,35,0,6987,0,0,0,0,0,0,0,0,0,422,0,-422,0,0,0,0,0,182,0,0,0,2350,0,-2954,0,0,0,0,0,0,0,558,0,0,0,-2396,0
687543,0,0,0,0,0,0,0,0,0,32100,0,0,0,0,0,0,0,0,0,32100,0,0,0,1673,0,8229,0,0,0,1739,0,0,0,11641,0,43741,0,5099,0,0,0,0,0,34630,0,0,0,1583,0,41312,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,0,0,0,304,0,0,0,1903,0,43215,0,6718,0,0,0,6718,0,0,0,4737,0,1981,0,0,0,91,0,0,0,0,0,76,0,1996,0,404,0,0,0,0,0,0,0,0,0,1592,0
687544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,0,0,0,340,0,0,0,2,0,5,0,1165,0,1165,0,10,0,0,0,0,0,0,0,0,0,124,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,1002,0,1136,0,1549,0,1141,0,408,0,0,0,220,0,188,0,0,0,0,0,0,0,7,0,21,0,174,0,30,0,0,0,0,0,0,0,0,0,144,0
687546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,0,0,0,99,0,0,0,811,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,83,0,19,0,466,0,0,0,0,0,0,0,485,0,568,0,1917,0,1589,0,328,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,61,0,267,0,57,0,0,0,0,0,0,0,0,0,210,0
687547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,151,0,151,0,148,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687548,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,1582,0,0,0,0,0,4581,0,0,0,105,0,1213,0,5899,0,7481,0,10,0,0,0,0,0,0,0,0,0,3298,0,3308,0,0,0,64,0,0,0,0,0,64,0,0,0,3901,0,0,0,449,0,0,0,4350,0,7722,0,16649,0,7988,0,8661,0,0,0,3921,0,4740,0,0,0,0,0,0,0,0,0,147,0,4593,0,968,0,-166,0,67,0,0,0,0,0,3558,0
687549,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,29,0,101,0,0,0,0,0,0,0,0,0,-82,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,-80,0,0,0,-16,0,0,0,0,0,2,0,-82,0
687550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,0,230,0,3675,0,0,0,1556,0,0,0,7188,0,7188,0,10,0,0,0,0,0,0,0,0,0,341,0,351,0,5645,0,0,0,0,0,0,0,5645,0,101,0,1111,0,0,0,0,0,0,0,1212,0,7208,0,6583,0,5513,0,1070,0,224,0,264,0,582,0,0,0,0,0,0,0,0,0,12,0,570,0,84,0,0,0,0,0,0,0,0,0,486,0
687552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1579799,0,39946,0,45,0,30190,0,1649980,0,1649980,0,102,0,0,0,0,0,0,0,0,0,21,0,123,0,1644462,0,0,0,0,0,0,0,1644462,0,0,0,69115,0,0,0,0,0,0,0,69115,0,1713700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,45,0,28,0,5,0,0,0,0,0,0,0,0,0,23,0
687553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,823,0,0,0,251,0,0,0,1131,0,1131,0,29,0,0,0,0,0,0,0,0,0,127,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,0,0,967,0,1123,0,1395,0,128,0,1267,0,1158,0,0,0,109,0,0,0,0,0,0,0,0,0,5,0,104,0,0,0,0,0,0,0,0,0,0,0,104,0
687554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1046,0,0,0,347,0,0,0,1477,0,1477,0,10,0,0,0,0,0,0,0,0,0,58,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1432,0,0,0,0,0,0,0,1432,0,1500,0,8922,0,7235,0,1687,0,1837,0,0,0,-150,0,0,0,0,0,0,0,0,0,16,0,-166,0,15,0,0,0,0,0,0,0,0,0,-181,0
